,Unnamed: 0,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,genres
57606,73882,0.0477,['Dan Hartman'],0.767,406213,0.7829999999999999,0,4cTSigQmLfTKYmJUd6rlrv,5.97e-06,0,0.0709,-10.406,1,"Relight My Fire - 12"" Disco Remix",36,1979-06-01,0.0368,120.611,0.8909999999999999,1979,['disco']
58362,74743,0.004520000000000001,['Miquel Brown'],0.7140000000000001,492093,0.628,0,7FBuEpOAcJKiiLuVqSOfSj,0.385,6,0.0764,-11.781,0,"So Many Men, So Little Time",36,1987-01-01,0.0346,129.225,0.6809999999999999,1987,['disco']
94283,121489,0.8809999999999999,['Leroy Hutson'],0.591,178933,0.428,0,7yLQMOBHYEkFkFQcEoNEpR,4.67e-05,2,0.123,-12.307,1,So in Love with You,36,1973-06-05,0.0403,80.587,0.765,1973,['disco' 'jazz']
2594,3721,0.0121,['First Choice'],0.5579999999999999,456493,0.731,0,6dEKu4xcuudmcIjNLhyUhd,0.00574,0,0.271,-8.416,0,Dr. Love,36,1976,0.0346,118.798,0.7909999999999999,1976,['disco']
94288,121494,0.271,"[""The O'Jays""]",0.6459999999999999,414773,0.515,0,4wUGPcV33DfoExC8HVBr9P,0.0,9,0.0511,-13.182,0,Family Reunion,36,1973,0.0317,92.574,0.48,1973,['disco']
93836,120986,0.871,['Dionne Warwick'],0.23,218840,0.273,0,021O8Fvrww2EJB8220tgXo,2.21e-06,5,0.059,-13.277,1,(Theme From) Valley of the Dolls,36,1968,0.0352,74.919,0.0868,1968,['disco' 'pop' 'rock']
47993,61506,0.146,"['Benny Benassi', 'The Biz']",0.8540000000000001,192321,0.61,0,7rEzGBZtkLMWEV91aKt4v1,0.111,9,0.0867,-3.606,0,Satisfaction - Radio Edit,36,2003-09-09,0.116,130.006,0.376,2003,['disco']
29382,37814,0.742,['The Emotions'],0.564,265867,0.354,0,4CEZZT4CwJMJiImFpJYIEF,0.00177,8,0.0887,-15.456,1,Don't Ask My Neighbors,36,1996,0.0366,140.49200000000002,0.6679999999999999,1996,['disco' 'jazz']
10724,13922,0.0783,"['The Temptations', 'Rick James']",0.86,260907,0.767,0,3zOJ3Yw2TNg0yEUiPN3UMw,0.000824,8,0.132,-7.09,0,Standing On The Top,36,1997-01-01,0.0893,119.73,0.867,1997,['disco']
2566,3689,0.000182,['Dexter Wansel'],0.638,349707,0.861,0,7JuqNiRZcLsPqa33eMFwyP,0.562,7,0.308,-9.867,1,Life on Mars,36,1976,0.0598,117.767,0.35100000000000003,1976,['disco' 'jazz']
10588,13748,0.0868,['The Moments'],0.738,532733,0.512,0,5ChVinzHHiPyUAbQhB4w3g,0.0986,11,0.171,-12.143,1,Sexy Mama,36,1996-07-16,0.0295,84.277,0.762,1996,['disco']
10587,13747,0.755,"['The Isley Brothers', 'Ronald Isley']",0.532,285600,0.516,0,3WAgCGsQ88VW3GFSMVK8td,0.00019,1,0.328,-9.847,1,Tears - Ron Cryin Alone Version,36,1996-01-01,0.103,150.372,0.545,1996,['disco']
2549,3670,0.635,['George Benson'],0.52,549733,0.585,0,2cguNnsH479CUg6FxHJg1a,0.0368,5,0.18,-10.67,1,Down Here on the Ground,36,1976,0.0616,102.077,0.581,1976,['disco' 'jazz' 'rock']
93952,121119,0.0771,['Sly & The Family Stone'],0.613,321387,0.835,0,4aX7pY8AV7oKCcCB5Sfqrs,0.644,2,0.228,-10.329,1,I Want To Take You Higher,36,1970-11-21,0.0548,102.795,0.508,1970,['disco' 'rock']
115204,148850,0.0122,['Donna Summer'],0.643,201735,0.636,0,3x0wa95iAU1ZMmf3yAQkjZ,0.736,7,0.111,-16.089000000000002,0,I Feel Love,36,1979-10-15,0.0524,126.452,0.958,1979,['disco' 'pop']
101486,131096,0.928,['The Isley Brothers'],0.585,390573,0.28600000000000003,0,1NJMK4Gb9itR3ORd6NTdyi,0.0422,6,0.0987,-13.695,1,Let Me Down Easy,36,1976-05-01,0.0682,145.156,0.332,1976,['disco']
9466,12399,0.316,['Raw Silk'],0.77,399290,0.679,0,22vOG4kQWxsMqOcmor7Or8,0.0029100000000000003,0,0.238,-5.9529999999999985,1,Do It To The Music - Club Mix 2012 - Remaster,36,1982-01-01,0.0592,114.835,0.748,1982,['disco']
95189,122490,0.0219,['Lionel Richie'],0.836,376160,0.301,0,5wEzDRitKXlJVaJaeyaLzB,8.909999999999997e-05,1,0.0267,-15.295,0,Love Will Find A Way,36,1983-01-01,0.037000000000000005,101.206,0.903,1983,['disco' 'rock']
