,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year,genres
2516,0.00624,Red Hot Chili Peppers,0.607,262333,0.89,0,4vHmY3cg7PWCPE0buO3G6t,0.135,2,0.14,-3.148,1,21st Century,52,2006-05-09,0.0504,115.941,0.6709999999999999,2006,"metal, pop, rock"
2517,0.00785,Audioslave,0.534,252107,0.882,0,22wnEMAQaNrbot1dwmeucH,0.0,7,0.107,-4.1610000000000005,1,Revelations,52,2006-08-29,0.0482,113.045,0.368,2006,"metal, pop, rock"
2518,0.0053100000000000005,Evanescence,0.569,221360,0.929,0,0uOo8xRtQ6okTZMR89ppVk,0.0,11,0.142,-2.624,0,What You Want,52,2011-01-01,0.0762,121.992,0.5329999999999999,2011,metal
2519,3.44e-05,Amon Amarth,0.434,273253,0.994,0,2bBUHwOa8alimc1TiXg1oY,0.0293,11,0.254,-5.1080000000000005,0,War of the Gods,52,2011-03-29,0.0836,95.171,0.15,2011,metal
2520,0.0193,Red Hot Chili Peppers,0.58,189133,0.996,0,3eiIQPGp6biDu91bKgAEzg,6.87e-06,2,0.268,-2.291,1,Me And My Friends,52,1987,0.127,100.46,0.202,1987,"metal, pop, rock"
2521,0.139,Hawthorne Heights,0.434,239520,0.556,0,0AySNcxAWo6RKotzZgvm96,1.07e-05,1,0.113,-6.905,0,Niki Fm,52,2004,0.0344,111.987,0.251,2004,"metal, pop, rock"
2522,0.0629,Linkin Park,0.74,164213,0.959,0,5VYbLzAplnqPaGNpcf8qhZ,0.0,9,0.0444,-3.692,1,Hit the Floor,52,2003-03-24,0.193,150.007,0.878,2003,"hiphop, metal"
2523,2.93e-05,Mudvayne,0.438,243933,0.984,0,0ss3ny5ZmAYMpTWJDLgnV8,0.0745,8,0.0573,-5.012,1,Not Falling,52,2002-11-12,0.142,129.924,0.321,2002,"hiphop, metal, rock"
2524,0.00919,Linkin Park,0.518,197507,0.951,0,3yE7LC2ZyNWsLRSXHb0J06,0.0,9,0.14800000000000002,-3.198,1,Figure.09,52,2003-03-24,0.0529,98.068,0.537,2003,"hiphop, metal"
2525,0.177,Bon Jovi,0.332,229293,0.967,0,7yJYnyb2Hx4G1i12DVpead,0.0,2,0.308,-3.859,1,Lay Your Hands On Me,52,2010-10-29,0.0679,100.497,0.389,2010,"metal, rock"
